Sole discretion,"Whenever they want, and without asking you."
CPUs,"the "brain" of your computer or smartphone, it performs most of the processing inside the device, affecting how fast it runs applications and processes data"
Network information,"Details about your device's internet connection, including the type of connection (Wi-Fi, Ethernet), speed, and any connected networks."
EXIF,"(Exchangeable Image File Format) Information stored in image files, like digital photos, including details about the camera used, settings, and the location and time the photo was taken."
EXIFs,"(Exchangeable Image File Format) Information stored in image files, like digital photos, including details about the camera used, settings, and the location and time the photo was taken."
time stamp,"A record of the exact date and time an event occurred, attached to digital data like emails, documents, and photos"
time stamps,"A record of the exact date and time an event occurred, attached to digital data like emails, documents, and photos"
time stamped,"A record of the exact date and time an event occurred, attached to digital data like emails, documents, and photos"
interactive widgets,"Small interactive tools or applications embedded in websites or operating systems that perform specific functions, like displaying the weather, news feeds, or social media updates."
interactive widget,"Small interactive tools or applications embedded in websites or operating systems that perform specific functions, like displaying the weather, news feeds, or social media updates."
Embeds,"Content from one site or platform that can be placed or shown within another site or platform"
Embed,"Content from one site or platform that can be placed or shown within another site or platform"
unaffiliated websites,"Websites that have no formal association or partnership with the site you're currently using"
unaffiliated website,"Websites that have no formal association or partnership with the site you're currently using"
non-affiliated websites,"Websites that have no formal association or partnership with the site you're currently using"
non-affiliated website,"Websites that have no formal association or partnership with the site you're currently using"
mobile application identifiers,"basic identifier to distinguish mobile apps. Nothing to worry about here."
mobile application identifier,"basic identifier to distinguish mobile apps. Nothing to worry about here."
cross-device tracking,"Technology that tracks your activity across all your devices. Beware!"
local storage,"Web technology that allows websites to store data directly in the browser on a user's device"
local storages,"Web technology that allows websites to store data directly in the browser on a user's device"
local shared objects,"Basically, a type of Cookie that hold far more information than a regular Cookie"
local shared object,"Basically, a type of Cookie that hold far more information than a regular Cookie"
Flash cookies,"larger, harder to delete cookies that store data related to Adobe Flash Player."
Flash cookie,"larger, harder to delete cookies that store data related to Adobe Flash Player."
HTML5 local storage,"A feature of HTML5 that allows websites to store data on a user's device through the web browser, similar to cookies but with a larger capacity and without sending data back to the server"
HTML5 local storages,"A feature of HTML5 that allows websites to store data on a user's device through the web browser, similar to cookies but with a larger capacity and without sending data back to the server"
Adobe Flash plug in,"a software that allows browsers to display Flash media; animations, interactive apps, games, videos."
Adobe Flash plug in,"a software that allows browsers to display Flash media; animations, interactive apps, games, videos."
Flash cookies,"larger, harder to delete cookies that store data related to Adobe Flash Player."
Flash cookie,"larger, harder to delete cookies that store data related to Adobe Flash Player."
HTML5 LSOs,"a type of cookie that is stored on your browser"
HTML5 LSO,"a type of cookie that is stored on your browser"
Internet Protocol Address,"like the digital version of a home address for your computer or any device connected to the internet. It will reveal your location."
Internet Protocol Addresses,"like the digital version of a home address for your computer or any device connected to the internet. It will reveal your location."
Metadata,"data about data; it tells you what information is inside a photo, document, or web page, such as when it was created or who made it"
Metadatas,"data about data; it tells you what information is inside a photo, document, or web page, such as when it was created or who made it"
HTTP protocol,"The rules that allow web browsers and servers to communicate. When you visit a website, HTTP acts like a translator between you and the website's data"
HTTP protocols,"The rules that allow web browsers and servers to communicate. When you visit a website, HTTP acts like a translator between you and the website's data"
HTTP headers,"part of the information sent between your web browser and websites. They contain details like what type of device you're using or your preferred language"
HTTP header,"part of the information sent between your web browser and websites. They contain details like what type of device you're using or your preferred language"
proxy servers,"a sever that receives your data before it reaches its final destination on the internet. It is an intermediary between you and wherever you are sending data."
Geo location,"Technology that pinpoints your physical location via your device."
Geo located,"pinpointing your physical location via your device."
Geo locating,"pinpointing your physical location via your device."
log files,"Records kept by computers and servers about what they're doing or what's happening on a website."
log file,"Records kept by computers and servers about what they're doing or what's happening on a website."
beacon technologies,"Small devices or codes on websites that send signals to track how users interact with a site. They're used in marketing to understand customer behavior."
beacon technology,"Small devices or codes on websites that send signals to track how users interact with a site. They're used in marketing to understand customer behavior."
API,"A set of rules that lets different software applications talk to each other. APIs are like waiters in a restaurant, taking your order (a request) to the kitchen (a system) and bringing back what you asked for (a response)"
APIs,"A set of rules that lets different software applications talk to each other. APIs are like waiters in a restaurant, taking your order (a request) to the kitchen (a system) and bringing back what you asked for (a response)"
IP,"like the digital version of a home address for your computer or any device connected to the internet. It will reveal your location."
IPs,"like the digital version of a home address for your computer or any device connected to the internet. It will reveal your location."
VPN,"security tools that create an encrypted avenue for data to move between a user's device and the internet, enhancing privacy and security"
VPNs,"security tools that create an encrypted avenue for data to move between a user's device and the internet, enhancing privacy and security"
PI,"Personal Information"
GNSS,"(Global Navigation Satellite System)."Technology that uses satellites to provide location information. GPS is one type of GNSS""
Global Navigation Satellite System,"Technology that uses satellites to provide location information. GPS is one type of GNSS"
Global Navigation Satellite Systems,"Technology that uses satellites to provide location information. GPS is one type of GNSS"
Sensor data,"Information collected about your environment. This can include how much light is in a room, the temperature, or how fast you're moving"
online identifiers,"a general term for information that can identify you online. Can include IP addresses, Cookies, email, Device Id's, and much more"
Gyroscopes,"Sensors in your device that detect movement and orientation"
Gyroscope,"Sensors in your device that detect movement and orientation"
Accelerometers,"Sensors in your device that detect movement and orientation"
Accelerometer,"Sensors in your device that detect movement and orientation"
device scanning,"When an app or service checks your device for specific information or capabilities, like available Wi-Fi networks or the type of phone you're using"
device scans,"When an app or service checks your device for specific information or capabilities, like available Wi-Fi networks or the type of phone you're using"
device scan,"When an app or service checks your device for specific information or capabilities, like available Wi-Fi networks or the type of phone you're using"
Geo filtering,"Restricting content based on your location."
Geo filter,"Restricting content based on your location."
Opt in,"Choices you have about whether to receive information or participate in something. Opting in means you agree, while opting out means you don't want to participate."
Opt out,"Choices you have about whether to receive information or participate in something. Opting in means you agree, while opting out means you don't want to participate."
Triangulation,"By measuring how strong your device's signal is at three different points (like cell towers or satellites), triangulation can pinpoint your location. This is often used in mapping apps to find out exactly where you are."
Triangulations,"By measuring how strong your device's signal is at three different points (like cell towers or satellites), triangulation can pinpoint your location. This is often used in mapping apps to find out exactly where you are.
GeoIP,"Geographical Internet Protocol"; It's a way of finding out where in the world you are based on your internet address, or IP address."
GeoIPs,"Geographical Internet Protocol"; It's a way of finding out where in the world you are based on your internet address, or IP address."
targeted advertising,"ads targeted at you based on your personal information and interests"
targeted advertisment,"ads targeted at you based on your personal information and interests"
targeted ads,"ads targeted at you based on your personal information and interests"
targeted ad,"ads targeted at you based on your personal information and interests"
cross-context behavioral advertising,"targeted advertising that uses information about you from your actions taken across many different companies, even if these companies aren't connected to one another. Beware!"
cross-context behavioral advertising,"targeted advertising that uses information about you from your actions taken across many different companies, even if these companies aren't connected to one another. Beware!"
cross context behavioral advertising,"targeted advertising that uses information about you from your actions taken across many different companies, even if these companies aren't connected to one another. Beware!"
cross context advertising,"targeted advertising that uses information about you from your actions taken across many different platforms and companies, even if these companies aren't connected to one another. Beware!"
inferences,"Inferences they make about you based on your Personal data. Can get quite creepy."
more likely to be of interest to you,"'Targeted ads'. They are just saying it in the gentlest way possible."
relevant advertisements,"pretencious way of describing ads that target you"
relevant advertising,"pretencious way of describing ads that target you"
personalized marketing,"ads that target you"
non-personally identifiable,"while technically on its own may not identify you, can be used in combination with other data, to actually identify you."
on and off,"Not Good! You are giving this company rights to watch you wherever you go on the Internet. If a company says it collects info about you 'on and off' their service, this means that they collect information about your behavior both on their own website, and on other websites that are completely unrelated to their own."
on or off,"Not Good! You are giving this company rights to watch you wherever you go on the Internet. If a company says it collects info about you 'on and off' their service, this means that they collect information about your behavior both on their own website, and on other websites that are completely unrelated to their own."
